name,sac_scale,surface,trail_visibility,bicycle,horse,wheelchair,dog,stroller
Crazy Little Loop,2.0,2.0,0.0,2,2,0,1,0
Crow Branch Overlook Loop,0.0,2.0,0.0,2,2,0,1,0
Community Garden Trail Connector,0.0,0.0,0.0,2,2,0,1,0
Community Garden Trail Connector,0.0,0.0,0.0,2,2,0,1,0
Sendero PR-A 408 - Casarabonela - Sierra Prieta,1.0,-1.0,1.0,2,2,0,1,0
Blue Trail,1.0,2.0,1.0,2,2,0,1,0
Apex Trail,0.0,2.0,1.0,2,2,0,1,0
Canyon Trail,0.0,2.0,1.0,2,2,0,1,0
Basin Trail,0.0,2.0,1.0,1,1,0,1,0
Busiek Orange Trail,0.0,2.0,0.0,2,2,0,1,0
Busiek Orange Trail,0.0,2.0,0.0,2,2,0,1,0
Levada Vinte e Cinco Fontes,0.0,2.0,1.0,2,2,0,1,0
Levada Vinte e Cinco Fontes,0.0,2.0,1.0,2,2,0,1,0
Levada das 25 Fontes,1.0,2.0,1.0,2,2,0,1,0
Levada das 25 Fontes,1.0,2.0,1.0,2,2,0,1,0
Levada das 25 Fontes,0.0,2.0,1.0,2,2,0,1,0
Levada das 25 Fontes,0.0,2.0,1.0,2,2,0,1,0
Levada das 25 Fontes,1.0,2.0,1.0,2,2,0,1,0
China Creek Trail,2.0,2.0,1.0,2,2,0,1,0
Lettered Rock,1.0,2.0,1.0,2,2,0,1,0
Sauratown Trail - Section 11,0.0,2.0,1.0,1,1,0,1,0
مسیر شرقی قله پلنگ آبی,1.0,-1.0,1.0,2,2,0,1,0
森林セラピーロード,0.0,2.0,0.0,2,2,0,1,0
La Luz Trail (137),2.0,2.0,1.0,2,2,0,1,0
Kiwanis Meadow Road (94),0.0,2.0,0.0,1,1,0,1,0
Gelalem Way,1.0,2.0,1.0,2,2,0,1,0
مسیر خوش آب,1.0,2.0,2.0,2,2,0,1,0
Palmetto Trail Enoree Passage,0.0,2.0,4.0,2,2,0,1,0
Little Stony National Recreation Trail,1.0,-1.0,1.0,1,1,0,1,0
Little Stony National Recreation Trail,1.0,-1.0,1.0,1,1,0,1,0
Little Stony National Recreation Trail,1.0,-1.0,1.0,1,1,0,1,0
Palmetto Trail Enoree Passage,0.0,2.0,4.0,2,2,0,1,0
Cabin Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Springs Trail,0.0,2.0,0.0,2,2,0,1,0
Wilburn Ridge Trail,2.0,2.0,1.0,2,2,0,1,0
Deep Gap Spring Trail,0.0,2.0,1.0,2,2,0,1,0
Carril del Hornillo,0.0,-1.0,1.0,1,1,0,1,0
Camino de las Cuevas del Moro,0.0,-1.0,1.0,1,1,0,1,0
Carril de Majarredonda,0.0,-1.0,1.0,1,1,0,1,0
Sinclair singletrack,0.0,-1.0,4.0,1,1,0,1,0
직전마을-피아골 대피소,1.0,-1.0,1.0,2,2,0,1,0
직전마을-피아골 대피소,1.0,-1.0,1.0,2,2,0,1,0
Caminho do Lombo,0.0,0.0,0.0,2,2,0,1,0
Caminho da Ribeira do Passo,0.0,2.0,4.0,2,2,0,1,0
Yadkin River Greenway,0.0,-1.0,0.0,2,2,0,1,0
Yadkin River Greenway,0.0,2.0,0.0,2,2,0,1,0
Yadkin River Greenway,0.0,-1.0,0.0,2,2,0,1,0
Fish Dam Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Seven Mile Gulch Trail #9854,0.0,2.0,1.0,1,1,0,1,0
沢コース,1.0,2.0,1.0,2,2,0,1,0
Caminho do Limoeiro,0.0,0.0,1.0,2,2,0,1,0
مسیر ۲ صعود به قله برف انبار,0.0,2.0,1.0,2,2,0,1,0
Devisadero Loop Trail (108),1.0,2.0,0.0,2,2,0,1,0
Caminho da Cruzinha,0.0,0.0,1.0,2,2,0,1,0
Lake Trail,0.0,-1.0,1.0,2,2,0,1,0
Old Faulty Trail,1.0,2.0,1.0,1,1,0,1,0
Mt. Gyeryongsan Hiking Trails (Unlawful trails),2.0,-1.0,1.0,2,2,0,1,0
Mt. Gyeryongsan Hiking Trails,1.0,2.0,1.0,2,2,0,1,0
Sliding Rock Creek Mountain Bike Trail,0.0,2.0,1.0,2,2,0,1,0
Sliding Rock Creek Mountain Bike Trail,0.0,2.0,1.0,2,2,0,1,0
Sliding Rock Creek Mountain Bike Trail,0.0,2.0,1.0,2,2,0,1,0
水平道,2.0,2.0,1.0,2,2,0,1,0
הר שכניה - שביל כחול,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 11.03,1.0,2.0,1.0,2,2,0,1,0
慈眼寺参道,1.0,0.0,1.0,2,2,0,1,0
Crestería Pico Mijas-Pto. Málaga,1.0,2.0,1.0,2,2,0,1,0
Treis Ellies Natural Trail,0.0,-1.0,0.0,2,2,0,1,0
Treis Ellies Natural Trail,0.0,-1.0,0.0,2,2,0,1,0
Vereda do Castanheiro,3.0,2.0,1.0,2,2,0,1,0
Baker's Pond Trail,0.0,2.0,1.0,2,2,0,1,0
Black Walnut Bottoms Trail,0.0,2.0,1.0,2,2,0,1,0
Black Walnut Bottoms Trail,0.0,2.0,1.0,2,2,0,1,0
Black Walnut Bottoms Trail,0.0,2.0,1.0,2,2,0,1,0
Black Walnut Bottoms Trail,0.0,2.0,1.0,2,2,0,1,0
Black Walnut Bottoms Trail,0.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Upland Field Loop Trail,0.0,2.0,1.0,2,2,0,1,0
Graveyard Hill Trail,0.0,2.0,1.0,2,2,0,1,0
Upland Field Loop Trail,0.0,2.0,1.0,2,2,0,1,0
Upland Field Loop Trail,0.0,2.0,1.0,2,2,0,1,0
Path to God's Acre,0.0,2.0,1.0,2,2,0,1,0
Graveyard Hill Trail,0.0,2.0,1.0,2,2,0,1,0
Hart Trail,1.0,2.0,1.0,2,2,0,1,0
Hart Trail,1.0,2.0,1.0,2,2,0,1,0
Hart Trail,1.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Bethania Knoll Trail,1.0,2.0,1.0,2,2,0,1,0
Reuter Survey Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Upper River Loop,1.0,-1.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Jogyesan Mt. Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
유학산-도봉사,2.0,2.0,2.0,2,2,0,1,0
Rollercoaster Trail,1.0,2.0,0.0,2,2,0,1,0
Steam Engine Trail,1.0,2.0,1.0,2,2,0,1,0
Woodlawn Fitness Trail,1.0,2.0,0.0,2,2,0,1,0
Woodlawn Fitness Trail,1.0,2.0,0.0,2,2,0,1,0
Armstrong Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Woods Mountain Trail,1.0,2.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Bad Fork Trail,1.0,2.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,1,1,0,1,0
Woods Mountain Trail,1.0,2.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,1,1,0,1,0
Betsy Ridge Road,1.0,2.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,1,1,0,1,0
Suffolk Seaboard Coastline trail,0.0,0.0,0.0,2,2,0,1,0
Suffolk Seaboard Coastline Trail,0.0,0.0,0.0,2,2,0,1,0
Ridge Trail,0.0,2.0,1.0,2,2,0,1,0
황학산 등산로,1.0,2.0,1.0,2,2,0,1,0
Vereda dos Lombos,2.0,2.0,4.0,2,2,0,1,0
Caminho do Lombo das Terças,0.0,0.0,0.0,2,2,0,1,0
Tünel Patika,2.0,1.0,1.0,2,2,0,1,0
Tünel Patika,2.0,1.0,1.0,2,2,0,1,0
Sandia Cave Trail (72),1.0,2.0,0.0,2,2,0,1,0
Sandia Cave Trail (72),1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,1.0,1.0,2,2,0,1,0
Bluff Mountain Trail,1.0,2.0,0.0,2,2,0,1,0
Bluff Mountain Trail,1.0,2.0,2.0,2,2,0,1,0
Bluff Mountain Trail,1.0,0.0,0.0,2,2,0,1,0
ATV Bypass (05617),0.0,2.0,1.0,1,1,0,1,0
Jumpingoff Rocks Trail,1.0,0.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,0.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Regency Trails,0.0,2.0,2.0,2,2,0,1,0
Regency Trails,0.0,2.0,2.0,2,2,0,1,0
Regency Trails,0.0,2.0,2.0,2,2,0,1,0
Regency Trails,0.0,2.0,2.0,2,2,0,1,0
Little Walden Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Little Walden Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Nature Trail,0.0,2.0,0.0,2,2,0,1,0
Nature Trail,0.0,2.0,0.0,2,2,0,1,0
Nature Trail,0.0,1.0,0.0,2,2,0,1,0
Nature Trail,0.0,2.0,0.0,2,2,0,1,0
Nature Trail,0.0,1.0,0.0,2,2,0,1,0
Nature Trail,0.0,2.0,0.0,2,2,0,1,0
Equestrian Trail,0.0,1.0,0.0,1,1,0,1,0
Butterfly Boulevard,0.0,2.0,0.0,1,1,0,1,0
Heron Way,0.0,2.0,0.0,1,1,0,1,0
Warbler Way,0.0,2.0,0.0,1,1,0,1,0
Butterfly Boulevard,0.0,2.0,0.0,1,1,0,1,0
Heron Way,0.0,2.0,0.0,1,1,0,1,0
Heron Way,0.0,2.0,0.0,1,1,0,1,0
Woodpecker Lane,0.0,2.0,0.0,1,1,0,1,0
Woodpecker Lane,0.0,2.0,0.0,1,1,0,1,0
River Trail,0.0,2.0,2.0,1,1,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
Wood Duck Way,0.0,2.0,2.0,1,1,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
River Trail,0.0,2.0,0.0,1,1,0,1,0
Strip Mine Trail (51),0.0,2.0,0.0,1,1,0,1,0
Goraksan Mountain Circumferential Walkway,0.0,-1.0,0.0,2,2,0,1,0
Okura Ridge,1.0,-1.0,0.0,2,2,0,1,0
Okura Ridge,1.0,-1.0,0.0,2,2,0,1,0
Okura Ridge,1.0,-1.0,0.0,2,2,0,1,0
Lake Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Piedmont Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Piedmont Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Piedmont Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Wetlands Boardwalk,0.0,2.0,0.0,2,2,0,1,0
Lake Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Piedmont Loop Trail,0.0,2.0,0.0,2,2,0,1,0
Wetlands Boardwalk,0.0,2.0,0.0,2,2,0,1,0
Mayo Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mayo Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mayo Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Inner Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mayo Mountain Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Mayo River Trail,0.0,2.0,0.0,2,2,0,1,0
Mayo River Trail,0.0,1.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Poplar Point Trail,1.0,1.0,0.0,1,1,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Browns Mountain Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Whitesnake Road,1.0,2.0,0.0,1,1,0,1,0
Whitesnake Road,1.0,2.0,0.0,1,1,0,1,0
Whitesnake Road,1.0,2.0,0.0,1,1,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Poplar Point Trail,1.0,2.0,0.0,1,1,0,1,0
Historic Farm Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Historic Farm Trail,1.0,2.0,0.0,2,2,0,1,0
Historic Farm Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Kings Mountain National Recreation Trail,1.0,2.0,0.0,2,2,0,1,0
Battlefield Trail,0.0,0.0,0.0,2,2,0,1,0
Wise Creek Trail,0.0,2.0,1.0,1,1,0,1,0
Geumjeonsan Mt. Hiking Trail,2.0,-1.0,1.0,2,2,0,1,0
Geumjeonsan Mt. Hiking Trail,2.0,-1.0,1.0,2,2,0,1,0
Levada do Moinho,0.0,-1.0,1.0,2,2,0,1,0
PR 11 Vereda dos Balcões,0.0,2.0,1.0,2,2,0,1,0
PR 11 Vereda dos Balcões,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Ridgeline Trail,1.0,1.0,0.0,2,2,0,1,0
Ridgeline Trail,1.0,1.0,0.0,2,2,0,1,0
Ridgeline Trail,1.0,2.0,0.0,2,2,0,1,0
Ridgeline Trail,1.0,2.0,0.0,2,2,0,1,0
Ridgeline Trail,1.0,2.0,0.0,2,2,0,1,0
Crowders Trail,1.0,2.0,0.0,2,2,0,1,0
Crowders Trail,1.0,2.0,0.0,2,2,0,1,0
Crowders Trail,1.0,0.0,0.0,2,2,0,1,0
Fern Trail,0.0,2.0,0.0,2,2,0,1,0
Lake Trail,0.0,2.0,0.0,2,2,0,1,0
Fern Trail,0.0,2.0,0.0,2,2,0,1,0
Group Camping Trail,0.0,0.0,0.0,2,2,0,1,0
Group Camping Trail,1.0,2.0,1.0,2,2,0,1,0
Vereda do Calhau,0.0,1.0,5.0,2,2,0,1,0
Levada do Norte,0.0,2.0,1.0,2,2,0,1,0
Levada do Norte,0.0,2.0,1.0,2,2,0,1,0
Levada do Norte,3.0,2.0,1.0,2,2,0,1,0
Levada do Norte,0.0,2.0,1.0,2,2,0,1,0
Levada do Norte,4.0,2.0,1.0,2,2,0,1,0
Levada do Norte,4.0,2.0,1.0,2,2,0,1,0
Levada do Norte,4.0,2.0,1.0,2,2,0,1,0
Kinard Creek Trail,0.0,2.0,1.0,1,1,0,1,0
Wormhole,1.0,2.0,0.0,2,2,0,1,0
Crazy Little Loop,2.0,2.0,0.0,2,2,0,1,0
Crazy Little Loop,2.0,2.0,0.0,2,2,0,1,0
Crazy Little Loop,2.0,2.0,0.0,2,2,0,1,0
Pine Flat Connector,0.0,1.0,0.0,1,1,0,1,0
שביל הגשר התלוי,0.0,0.0,1.0,2,2,0,1,0
Viewpoint Loop Trail,1.0,2.0,0.0,2,2,0,1,0
Horseshoe / North Fork Lakes Trail (36A),1.0,2.0,4.0,1,1,0,1,0
Fern Nature Trail,1.0,2.0,0.0,2,2,0,1,0
Fern Nature Trail,0.0,1.0,0.0,2,2,0,1,0
Blue Bird Spur Trail,0.0,2.0,0.0,2,2,0,1,0
Running Cedar Trail,1.0,2.0,0.0,2,2,0,1,0
Running Cedar Trail,1.0,2.0,0.0,2,2,0,1,0
Running Cedar Trail,1.0,2.0,0.0,2,2,0,1,0
Crab Apple Spur Trail,1.0,2.0,0.0,2,2,0,1,0
Fern Nature Trail,1.0,2.0,0.0,2,2,0,1,0
Fern Nature Trail,1.0,2.0,0.0,2,2,0,1,0
Running Cedar Trail,1.0,2.0,0.0,2,2,0,1,0
Running Cedar Trail,0.0,1.0,0.0,2,2,0,1,0
Running Cedar Trail,0.0,1.0,0.0,2,2,0,1,0
Yoshida & Subashiri Trail [Ascent],3.0,2.0,1.0,2,2,0,1,0
Yoshida & Subashiri Trail [Ascent],3.0,2.0,1.0,2,2,0,1,0
Profile Trail,2.0,2.0,0.0,2,2,0,1,0
Profile Trail,2.0,2.0,0.0,2,2,0,1,0
Profile Trail,0.0,0.0,0.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
مسیر کوهنوردی درکه به پناهگاه پلنگچال,0.0,-1.0,1.0,2,2,0,1,0
Turtleback Mountain Trail,2.0,-1.0,1.0,2,2,0,1,0
"Arroyo Loop Trail, west side",0.0,2.0,1.0,1,1,0,1,0
Arroyo Seco Trail Connector,0.0,2.0,1.0,1,1,0,1,0
秋葉古道,1.0,2.0,2.0,2,2,0,1,0
Mudeungsan Mountain Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Mudeungsan Mountain Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Mudeungsan Mountain Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Mokgyo (Bridge),1.0,-1.0,1.0,2,2,0,1,0
무등산 등산로,1.0,-1.0,1.0,2,2,0,1,0
Mudeungsan Mountain Hiking Trail,1.0,-1.0,1.0,2,2,0,1,0
Rose Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Overmountain Victory Trail,0.0,-1.0,0.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Black Bear Creek Trail,1.0,2.0,1.0,2,2,0,1,0
Charon's Garden Trail,0.0,2.0,1.0,2,2,0,1,0
Sandia Vista,0.0,2.0,1.0,1,1,0,1,0
"Arroyo Loop Trail, east side",0.0,2.0,1.0,1,1,0,1,0
Old Field Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Old Field Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Charon's Garden Trail,0.0,2.0,1.0,2,2,0,1,0
Charon's Garden Trail,0.0,2.0,1.0,2,2,0,1,0
High Valley Ranch Trail #391,0.0,2.0,0.0,1,1,0,1,0
Potts Creek Trail #327,0.0,2.0,0.0,1,1,0,1,0
Fishing Pier Trail,0.0,2.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,0.0,1.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,1.0,0.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Sandy Cliff Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,0.0,2.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Lake Channel Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Sandy Cliff Overlook Trail,1.0,2.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,1.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,1.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,0.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Paddy's Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Mills Creek Trail,1.0,2.0,0.0,2,2,0,1,0
Cabezon Loop Trail,1.0,2.0,2.0,2,2,0,1,0
Cabezon Peak Trail,3.0,2.0,2.0,2,2,0,1,0
Levada das 25 Fontes,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,1.0,0.0,2,2,0,1,0
Little Table Rock Mountain Trail,1.0,2.0,1.0,2,2,0,1,0
Sendero Colada de La Costa,2.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 13.12,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 13.01,1.0,2.0,1.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Trail,1.0,2.0,0.0,2,2,0,1,0
Shortoff Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Clora Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Fonta Flora Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Connector Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Connector Trail,0.0,0.0,0.0,2,2,0,1,0
Community Garden Trail,0.0,0.0,0.0,2,2,0,1,0
River Loop Trail,0.0,0.0,0.0,2,2,0,1,0
Oaks Trail,0.0,2.0,0.0,2,2,0,1,0
Oaks Trail,0.0,0.0,0.0,2,2,0,1,0
Kitsuma Trail,1.0,2.0,0.0,2,2,0,1,0
Kitsuma Peak Trail,1.0,2.0,0.0,2,2,0,1,0
Las Huertas PG Loop (600),0.0,2.0,1.0,2,2,0,1,0
Las Huertas PG Loop (600),0.0,2.0,1.0,2,2,0,1,0
Las Huertas PG Loop (600),0.0,2.0,1.0,2,2,0,1,0
Balsam Glade Interpretive (553),0.0,1.0,0.0,1,1,0,1,0
Mountains-to-Sea Trail,0.0,2.0,0.0,2,2,0,1,0
Basin Creek Trail,0.0,2.0,0.0,2,2,0,1,0
Hidden Hill Trail,0.0,2.0,0.0,2,2,0,1,0
Hidden Hill Trail,0.0,2.0,0.0,2,2,0,1,0
Sheetz Run,0.0,2.0,2.0,2,2,0,1,0
High on the Hog Trail,2.0,2.0,1.0,2,2,0,1,0
High on the Hog,2.0,2.0,1.0,2,2,0,1,0
Likya Yolu 5.03,1.0,2.0,1.0,2,2,0,1,0
Levada do Caniçal,0.0,-1.0,1.0,2,2,0,1,0
Los Algarbes - Betijuelo - Punta Paloma,0.0,-1.0,0.0,2,2,0,1,0
Rush Creek Trail,0.0,2.0,1.0,1,1,0,1,0
Likya Yolu 6.04,0.0,2.0,1.0,2,2,0,1,0
LikyaYolu 6.04,0.0,2.0,1.0,2,2,0,1,0
10K Trail North (200),1.0,2.0,0.0,1,1,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
Snow Creek Access,0.0,2.0,1.0,2,2,0,1,0
Snow Creek Access,0.0,2.0,1.0,2,2,0,1,0
Dan River Nature Trail,0.0,2.0,1.0,2,2,0,1,0
大山登山道,1.0,2.0,1.0,2,2,0,1,0
大山登山道,1.0,2.0,1.0,2,2,0,1,0
大山登山道,1.0,2.0,1.0,2,2,0,1,0
大山夏山登山道,1.0,2.0,1.0,2,2,0,1,0
大山夏山登山道,1.0,2.0,1.0,2,2,0,1,0
大山夏山登山道,1.0,2.0,1.0,2,2,0,1,0
大山登山道,1.0,2.0,1.0,2,2,0,1,0
Mantra tou Kampiou Circuit,0.0,-1.0,1.0,2,2,0,1,0
"Kakokefalos - Mantra tou Kampiou, Nature Trail",0.0,-1.0,2.0,2,2,0,1,0
