name,sac_scale,surface,trail_visibility,bicycle,horse,wheelchair,dog,stroller
West Rim Trail,0.0,0.0,0.0,2,2,0,1,0
West Rim Trail,0.0,-1.0,0.0,2,2,0,1,0
Craggy Pinnacle Trail,0.0,-1.0,1.0,2,2,0,1,0
Craggy Pinnacle Trail,0.0,-1.0,1.0,2,2,0,1,0
Craggy Pinnacle Trail,0.0,-1.0,1.0,2,2,0,1,0
Craggy Gardens Trail,0.0,-1.0,1.0,2,2,0,1,0
Levada do Bom Sucesso,2.0,-1.0,1.0,2,2,0,1,0
Trilho da Levada do Bom Sucesso,2.0,2.0,1.0,2,2,0,1,0
Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
Kounaviano gorge,0.0,2.0,1.0,2,2,0,1,0
Lower Jerryatrics Trail,1.0,-1.0,1.0,1,1,0,1,0
Cedar Creek Ridge Trail,1.0,-1.0,1.0,1,1,0,1,0
Upper Jerryatrics Trail,1.0,-1.0,1.0,1,1,0,1,0
Fitness Trail,0.0,-1.0,1.0,2,2,0,1,0
Lower Cedar Creek Trail,1.0,-1.0,1.0,1,1,0,1,0
Beginner Loop,1.0,-1.0,1.0,1,1,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
Sarakinas gorge,2.0,-1.0,1.0,2,2,0,1,0
Shikto Khanjar Path,0.0,2.0,0.0,2,2,0,1,0
Shikto Khanjar Path,0.0,2.0,0.0,2,2,0,1,0
Shikto Khanjar Path,0.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Khanjer Tharpatan Trail,1.0,2.0,0.0,2,2,0,1,0
Tharpatan Gompa Trail,1.0,2.0,0.0,2,2,0,1,0
Tharpatan Gompa Trail,1.0,2.0,0.0,2,2,0,1,0
Gompa Zardung Trail,1.0,2.0,0.0,2,2,0,1,0
Gompa Bridge,1.0,2.0,0.0,2,2,0,1,0
Gompa Zardung Trail,1.0,2.0,0.0,2,2,0,1,0
Zardung Kesar Yon Chhap Trail,1.0,2.0,0.0,2,2,0,1,0
Zardung Kesar Yon Chhap Trail,1.0,2.0,0.0,2,2,0,1,0
Zardung Kesar Yon Chhap Trail,1.0,2.0,0.0,2,2,0,1,0
Zardung Kesar Yon Chhap Trail,1.0,2.0,0.0,2,2,0,1,0
Kesar Yon Chhap Jungpada Trail,4.0,5.0,1.0,2,2,0,1,0
Jungpada Phadki Trail,4.0,6.0,0.0,2,2,0,1,0
Phadki Kangla Base Camp Trail,4.0,6.0,0.0,2,2,0,1,0
Base camp Kangla Trail,4.0,6.0,0.0,2,2,0,1,0
Kangla Sumdo Trail,4.0,6.0,0.0,2,2,0,1,0
Sumdo Bardung Trail,2.0,2.0,0.0,2,2,0,1,0
Padum Darcha Trek Trail,1.0,2.0,0.0,2,2,0,1,0
Padum Darcha Trek Trail,1.0,2.0,0.0,2,2,0,1,0
Padum Darcha Trek Trail,1.0,2.0,0.0,2,2,0,1,0
Padum Darcha Trek Trail,1.0,2.0,0.0,2,2,0,1,0
Kyalbok Path,1.0,2.0,2.0,2,2,0,1,0
Purne Phukthar Gompa Trail,1.0,2.0,0.0,2,2,0,1,0
Purne Phukthar Gompa Trail,1.0,2.0,0.0,2,2,0,1,0
Levada Nova,1.0,-1.0,1.0,2,2,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
稲荷山コース,0.0,0.0,1.0,2,2,0,1,0
稲荷山線歩道,0.0,2.0,1.0,2,2,0,1,0
Jangungbong-Namaetab,0.0,-1.0,1.0,2,2,0,1,0
Treis Ellies Natural Trail,0.0,-1.0,0.0,2,2,0,1,0
Cañada de la Mora,0.0,2.0,1.0,1,1,0,1,0
al pantano chico,0.0,-1.0,1.0,1,1,0,1,0
Camino de Los pescadores,0.0,2.0,1.0,1,1,0,1,0
Camino de Parauta a Tolox,0.0,-1.0,1.0,1,1,0,1,0
Likya Yolu 12.11,0.0,4.0,4.0,2,2,0,1,0
South Chickamauga Creek Greenway,0.0,0.0,1.0,2,2,0,1,0
Vereda Francisco Achadinha,1.0,2.0,0.0,2,2,0,1,0
Parking lot connector,0.0,2.0,1.0,2,2,0,1,0
Brissy Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
신원사-보광암,1.0,-1.0,0.0,2,2,0,1,0
"Aphrodite trail, Adonis trail",1.0,1.0,1.0,2,2,0,1,0
"Aphrodite trail, Adonis trail",1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,1.0,2.0,1.0,2,2,0,1,0
Sendero de Cruz de Juanar,1.0,2.0,2.0,2,2,0,1,0
Avakas Gorge,1.0,2.0,2.0,2,2,0,1,0
Avakas Gorge,1.0,2.0,2.0,2,2,0,1,0
Levada do Caldeirão Verde,0.0,2.0,0.0,2,2,0,1,0
PR 11 Vereda dos Balcões,0.0,2.0,1.0,2,2,0,1,0
Megawatt,0.0,-1.0,1.0,2,2,0,1,0
River Gorge Trail,0.0,0.0,1.0,2,2,0,1,0
Electric Avenue Two,0.0,-1.0,1.0,2,2,0,1,0
Signal Point Trail,0.0,2.0,1.0,2,2,0,1,0
Foothills Trail (365),0.0,2.0,0.0,1,1,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
The Tennessee Riverwalk,0.0,0.0,1.0,2,2,0,1,0
Piedra Lisa North (135),1.0,2.0,1.0,1,1,0,1,0
Fletcher Trail,1.0,2.0,1.0,1,1,0,1,0
La Cueva Trail (83),1.0,2.0,0.0,1,1,0,1,0
Trail 400,0.0,2.0,0.0,1,1,0,1,0
Cañada del Cuerno,2.0,-1.0,2.0,2,2,0,1,0
Vereda dos Zimbreiros,1.0,0.0,1.0,2,2,0,1,0
Crest House Spur Trail (84),1.0,2.0,0.0,2,2,0,1,0
Vereda de Manuel Duarte,0.0,0.0,0.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Carrick Creek Loop,0.0,2.0,1.0,2,2,0,1,0
Camino Torre de la Romera,0.0,-1.0,1.0,1,1,0,1,0
鞍掛山登山道,1.0,2.0,2.0,2,2,0,1,0
八嶽山登山道,1.0,2.0,2.0,2,2,0,1,0
Crestería Pico Mijas-Pto. Málaga,2.0,2.0,1.0,2,2,0,1,0
비법정탐방로,0.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,0.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,0.0,-1.0,1.0,2,2,0,1,0
Sendero de la Algaida,0.0,1.0,0.0,2,2,0,1,0
Sendero del puente,0.0,1.0,0.0,2,2,0,1,0
Pista Parque Natural los Toruños,0.0,1.0,0.0,2,2,0,1,0
Pista Parque Natural los Toruños,0.0,1.0,1.0,2,2,0,1,0
Sendero a playa - Pista 1 Los Toruños,0.0,1.0,0.0,2,2,0,1,0
Sendero a playa - Pista 2 Los Toruños,0.0,1.0,0.0,2,2,0,1,0
Sendero a playa - Pista 2 Los Toruños,0.0,2.0,0.0,2,2,0,1,0
白鳥山登山道,1.0,2.0,2.0,2,2,0,1,0
白鳥山登山道,1.0,2.0,2.0,2,2,0,1,0
Firetower Trail,0.0,2.0,1.0,2,2,0,1,0
作手街道,0.0,2.0,2.0,2,2,0,1,0
Puerto de Málaga (Azul oscuro),1.0,-1.0,1.0,2,2,0,1,0
Sendero Puerto de las Presillas,0.0,-1.0,1.0,2,2,0,1,0
Vereda da Ladeira,1.0,2.0,1.0,2,2,0,1,0
지리산 둘레길 1코스,0.0,0.0,1.0,2,2,0,1,0
Levada do Caldeirão do Inferno,0.0,-1.0,0.0,2,2,0,1,0
2077. Cadde,0.0,-1.0,1.0,2,2,0,1,0
Camino de la Cuesta,1.0,1.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Alecrim,0.0,-1.0,0.0,2,2,0,1,0
Levada do Alecrim,0.0,2.0,0.0,2,2,0,1,0
scrambling route up hill,2.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 11.31,0.0,2.0,1.0,2,2,0,1,0
Sendero Camino Viejo de Ronda,0.0,-1.0,1.0,2,2,0,1,0
Tokai Nature Trail,1.0,-1.0,1.0,2,2,0,1,0
Tokai Nature Trail,1.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 6.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 7.01,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 6.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 7.01,0.0,4.0,1.0,2,2,0,1,0
Likya Yolu 5.03,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,1.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.02,0.0,2.0,1.0,2,2,0,1,0
Likya Yolu 8.01 Gavur Yolu,1.0,0.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Craggy Gardens Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Folk Art Center,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Folk Art Center,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Shut-In Trail,1.0,2.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Craggy Gardens Trail,0.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Craggy Gardens Trail,0.0,-1.0,1.0,2,2,0,1,0
Goraksan Mt. Hiking Trails,1.0,-1.0,0.0,2,2,0,1,0
Goraksan Mt. Hiking Trails,1.0,-1.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Siphon Draw Trail,0.0,-1.0,1.0,2,2,0,1,0
Homestead Trail,0.0,2.0,1.0,2,2,0,1,0
Pine Tree Loop,0.0,2.0,1.0,2,2,0,1,0
Lower Sidehill Trail,0.0,2.0,1.0,1,1,0,1,0
Kolakchal,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
2.7Km,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Naknam Jeongmaek,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
백무동-세석대피소 5.8Km 3:16,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
직전마을-피아골 대피소,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Naknam Jeongmaek (No Trail),1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
삼정마을-3.5Km-벽소령,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
중산리-칼바위 1.2Km 00:39,0.0,-1.0,1.0,2,2,0,1,0
2.4Km,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Jayeongwanchalro,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
성삼재-노고단 고개 2.6Km 1:24,1.0,-1.0,1.0,2,2,0,1,0
칼바위-법계사 1.7Km 00:57,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
5.9Km,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,-1.0,1.0,2,2,0,1,0
Naknam Jeongmaek,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Jayeongwanchalro,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
칼바위-장터목 대피소 3.7Km 2:04,0.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
0.6Km,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
뱀사골/ 오룡대-화개재 6.9Km 3:51,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Sogeumgil,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
비법정탐방로,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
피아골 대피소-피아골 삼거리 2Km 1:08,1.0,-1.0,1.0,2,2,0,1,0
Jayeongwanchalro,0.0,-1.0,1.0,2,2,0,1,0
Baekdudaegan,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
백무동-장터목 대피소 5.2Km 2:55,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
Naknam Jeongmaek,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
No Trail,1.0,-1.0,1.0,2,2,0,1,0
5 to 7 Tochal,0.0,2.0,1.0,2,2,0,1,0
امیری به ایستگاه ۵ توچال,0.0,2.0,1.0,2,2,0,1,0
"진례산 등산로, 봉우재 - 도솔암 (Mountain Trail of Jinrye Mt.)",1.0,-1.0,1.0,2,2,0,1,0
Northeast Texas Trail,0.0,2.0,1.0,2,2,0,1,0
Tokai Nature Trail,1.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Levada do Furado,0.0,2.0,1.0,2,2,0,1,0
Butterfield Hiking Trail,1.0,2.0,0.0,1,1,0,1,0
九州自然遊歩道,1.0,-1.0,1.0,2,2,0,1,0
Atalante Trail,1.0,2.0,1.0,2,2,0,1,0
Atalante Trail,1.0,2.0,0.0,2,2,0,1,0
New Hope Creek Trail North,2.0,2.0,1.0,2,2,0,1,0
Pouziaris trail,0.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 13.02,1.0,2.0,1.0,2,2,0,1,0
Kyushu Nature Trail - Mt. Houman Route,1.0,0.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
Falls Lake Trail,0.0,2.0,1.0,2,2,0,1,0
九州自然歩道,0.0,-1.0,1.0,2,2,0,1,0
栂海新道,2.0,2.0,1.0,2,2,0,1,0
Kozan Trail,2.0,3.0,2.0,2,2,0,1,0
北山第二隧道,0.0,1.0,1.0,2,2,0,1,0
うさぎ道,0.0,1.0,1.0,2,2,0,1,0
Fujikamiyoshida sen,1.0,-1.0,1.0,2,2,0,1,0
Fujikamiyoshida sen,1.0,-1.0,1.0,2,2,0,1,0
Fujikamiyoshida sen,1.0,-1.0,1.0,2,2,0,1,0
河口湖ルート「上り」,3.0,-1.0,1.0,2,2,0,1,0
Likya Yolu 5.04,1.0,2.0,1.0,2,2,0,1,0
faralya-Aktaş Beach,1.0,4.0,1.0,2,2,0,1,0
Levada do Curral,2.0,-1.0,1.0,2,2,0,1,0
Levada do Norte,0.0,-1.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,0.0,1.0,2,2,0,1,0
Levada do Castelejo,1.0,-1.0,1.0,2,2,0,1,0
Levada da Ribeira do Inferno,1.0,-1.0,1.0,2,2,0,1,0
Vereda do Calhau,1.0,2.0,1.0,2,2,0,1,0
Gorge Fughi (E4),3.0,2.0,1.0,2,2,0,1,0
Ancient Tōsandō (Karamatsu Course),1.0,2.0,1.0,2,2,0,1,0
Seinaiji Kaido,1.0,-1.0,1.0,2,2,0,1,0
Ancient Tōsandō,0.0,2.0,1.0,2,2,0,1,0
Ancient Tosando (Buna Course),1.0,2.0,1.0,2,2,0,1,0
Ancient Tōsandō,0.0,2.0,1.0,2,2,0,1,0
Hirogawahara Route,1.0,-1.0,1.0,2,2,0,1,0
Seinaiji Kaido,1.0,-1.0,1.0,2,2,0,1,0
自然探勝路,0.0,2.0,1.0,2,2,0,1,0
横尾大橋,0.0,-1.0,1.0,2,2,0,1,0
大西瑞浪線,0.0,2.0,0.0,2,2,0,1,0
大西瑞浪線,0.0,2.0,0.0,2,2,0,1,0
行者道,1.0,2.0,1.0,2,2,0,1,0
北縦走路,2.0,2.0,1.0,2,2,0,1,0
Tramway Trail (82),1.0,2.0,0.0,1,1,0,1,0
Old Mitchell Trail,2.0,2.0,0.0,2,2,0,1,0
Mount Mitchell Trail,1.0,2.0,0.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,-1.0,1.0,2,2,0,1,0
Mountains-to-Sea Trail,1.0,2.0,1.0,2,2,0,1,0
Graveyard Ridge Trail,1.0,2.0,1.0,2,2,0,1,0
Sleepy Gap Trail,1.0,2.0,1.0,2,2,0,1,0
Deerfield Connector,0.0,2.0,1.0,2,2,0,1,0
Hardtimes Connector,0.0,2.0,1.0,2,2,0,1,0
